CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53033030308,Washington,King County,1,6266,2191,0,4,0.06,0,1,0,0,0,1,7.3,72250,0,1,0,1,0,0,0,0,NULL,3086,NULL,NULL,913,NULL,3086,49.25,913,14.58,767,12.24,237,3.78,1693,27.02,296,4.73,639,10.20,73,1.16,23,0.37,362,5.78,292,4.66,70,3.19,121,5.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2046,1734,369,3336,603,1241,181,48,857,896,158,267
53033030309,Washington,King County,1,5730,2338,0,107,1.87,0,1,0,0,0,1,6.8,72885,0,1,0,1,0,0,0,0,NULL,5265,NULL,NULL,1087,NULL,5265,91.89,1087,18.97,1200,20.94,406,7.09,2796,48.80,596,10.41,1014,17.70,170,2.96,40,0.70,648,11.31,659,11.51,86,3.67,257,10.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1207,1336,426,3003,664,1073,225,44,721,758,80,299
53033030310,Washington,King County,1,5551,1871,0,6,0.11,0,0,0,0,0,0,1.8,98188,0,1,0,1,0,0,0,0,NULL,1481,NULL,NULL,225,NULL,1481,26.68,225,4.05,457,8.23,89,1.61,741,13.34,98,1.77,466,8.40,21,0.38,4,0.07,151,2.72,110,1.98,19,1.03,29,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,865,1601,470,2889,374,1512,117,54,605,606,176,135
53033030311,Washington,King County,1,5034,1608,0,43,0.85,0,0,0,0,0,0,6.1,81176,0,1,0,1,0,0,0,0,13,2491,13,2,454,2,2491,49.48,454,9.01,607,12.06,348,6.92,1653,32.84,246,4.90,202,4.01,74,1.46,23,0.46,293,5.81,333,6.61,5,0.32,87,5.40,13,0.25,2,0.03,2,0.05,4,0.07,9,0.19,1,0.01,1,0.02,0,0.00,0,0.00,1,0.03,0,0.01,0,0.00,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1307,1456,461,3090,504,332,148,60,900,1305,39,172
53033030312,Washington,King County,1,4736,1689,0,14,0.30,0,1,0,0,0,1,12.2,73924,0,1,0,1,0,0,0,0,NULL,1623,NULL,NULL,409,NULL,1623,34.28,409,8.63,451,9.51,112,2.36,979,20.68,194,4.11,207,4.38,28,0.59,10,0.21,204,4.31,187,3.96,49,2.87,72,4.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1417,1336,339,2863,607,506,117,50,593,624,130,248
53033030313,Washington,King County,1,3612,1657,0,113,3.13,0,0,0,0,0,1,24.9,52255,0,0,0,0,0,0,0,0,NULL,178,NULL,NULL,84,NULL,178,4.92,84,2.34,34,0.93,47,1.30,116,3.21,19,0.54,9,0.26,6,0.17,3,0.09,23,0.65,18,0.49,4,0.27,19,1.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2146,722,695,2163,405,388,93,49,514,505,100,441
53033030314,Washington,King County,1,3795,1821,0,160,4.22,0,1,0,1,1,1,19.4,54688,0,1,0,1,0,0,0,1,NULL,2332,NULL,NULL,763,NULL,2332,61.44,763,20.12,364,9.59,543,14.32,1450,38.20,284,7.47,303,7.99,26,0.70,22,0.59,246,6.49,219,5.76,345,18.96,252,13.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1762,657,764,2261,384,550,61,46,493,476,476,407
53033030401,Washington,King County,1,8134,2871,0,5,0.06,0,0,0,0,0,0,5.6,93036,1,1,1,1,1,0,0,0,4999,8030,4999,1086,1538,1086,8030,98.73,1538,18.90,2072,25.48,661,8.13,5412,66.54,444,5.45,1293,15.89,102,1.25,72,0.88,708,8.70,600,7.37,45,1.57,602,20.95,4999,61.46,1086,13.35,1247,15.33,469,5.76,3390,41.68,224,2.76,893,10.97,40,0.49,35,0.43,417,5.13,325,4.00,18,0.64,367,12.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1931,2102,665,5486,453,1298,105,75,717,607,50,704
53033030403,Washington,King County,1,4270,1566,0,5,0.12,0,0,0,0,0,0,7.7,87333,1,1,1,1,1,0,0,0,3153,4270,3153,827,1006,827,4270,100.00,1006,23.56,1031,24.15,605,14.17,2996,70.16,213,4.99,674,15.78,53,1.24,20,0.47,314,7.35,252,5.90,68,4.32,103,6.60,3153,73.83,827,19.37,764,17.89,440,10.31,2198,51.48,158,3.71,529,12.38,42,0.97,16,0.38,210,4.92,172,4.03,44,2.82,76,4.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1083,1031,605,2996,213,674,53,20,314,252,76,116
53033030404,Washington,King County,1,4208,1460,0,21,0.50,0,0,0,0,0,0,5.7,106042,1,1,1,1,1,0,0,0,2630,4175,2630,490,838,490,4175,99.22,838,19.91,1032,24.53,475,11.29,3405,80.92,78,1.86,361,8.58,49,1.16,47,1.11,235,5.59,217,5.15,11,0.72,145,9.90,2630,62.51,490,11.65,592,14.07,366,8.70,2245,53.34,35,0.83,133,3.16,34,0.82,38,0.91,145,3.45,135,3.22,8,0.55,97,6.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,986,1043,477,3430,79,366,49,47,237,218,13,161
53033030501,Washington,King County,1,1686,848,0,133,7.89,0,0,0,0,0,1,28.4,42841,0,0,0,0,0,0,0,0,169,328,169,76,152,76,328,19.48,152,8.99,51,3.00,26,1.53,222,13.20,5,0.27,33,1.93,2,0.11,3,0.20,63,3.76,82,4.86,32,3.78,35,4.17,169,10.02,76,4.52,28,1.65,15,0.89,127,7.52,2,0.15,10,0.56,0,0.01,2,0.13,28,1.65,24,1.40,21,2.44,23,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,896,261,425,1256,42,67,23,34,264,337,313,328
53033030503,Washington,King County,1,4181,1906,0,69,1.65,1,1,1,1,1,1,11.5,65542,1,1,1,1,1,0,0,1,1224,2779,1224,423,980,423,2779,66.46,980,23.43,518,12.39,510,12.20,1901,45.48,183,4.37,306,7.33,70,1.69,41,0.99,276,6.61,376,8.98,164,8.62,227,11.92,1224,29.27,423,10.12,234,5.59,240,5.74,847,20.26,75,1.79,121,2.89,32,0.77,18,0.44,131,3.13,181,4.33,75,3.95,100,5.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2114,885,700,2906,301,363,108,67,436,518,251,379
53033030504,Washington,King County,1,4484,1846,0,13,0.29,0,1,0,0,0,1,20.5,64196,0,1,0,1,0,0,0,0,NULL,1497,NULL,NULL,419,NULL,1497,33.39,419,9.35,313,6.98,248,5.53,1142,25.47,53,1.18,68,1.52,46,1.03,10,0.22,178,3.97,232,5.17,28,1.52,135,7.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1607,1085,701,3215,232,205,169,38,625,674,176,403
53033030600,Washington,King County,1,5331,2100,0,77,1.44,0,0,0,0,0,1,14.2,75469,0,0,0,0,0,0,0,0,11,214,11,3,31,3,214,4.02,31,0.59,51,0.96,32,0.60,176,3.30,5,0.10,7,0.13,5,0.10,1,0.01,21,0.39,27,0.51,2,0.08,15,0.71,11,0.21,3,0.05,2,0.04,2,0.03,9,0.17,0,0.00,1,0.02,0,0.00,0,0.00,1,0.02,2,0.04,0,0.01,1,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1728,1268,560,3994,240,228,167,102,600,628,164,383
53033030700,Washington,King County,1,3796,1489,0,84,2.21,0,1,0,0,0,1,15.8,62759,0,1,0,1,0,0,0,0,NULL,1191,NULL,NULL,412,NULL,1191,31.37,412,10.85,310,8.18,96,2.53,793,20.88,100,2.63,44,1.17,15,0.40,33,0.87,206,5.42,213,5.61,35,2.37,145,9.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1451,954,424,2693,317,156,71,74,485,502,207,526
53033030801,Washington,King County,1,6575,2292,0,140,2.13,0,1,0,1,1,1,23.4,42421,0,1,0,1,0,0,0,1,0,3582,0,0,1976,0,3582,54.49,1976,30.05,990,15.05,331,5.03,2321,35.30,161,2.45,57,0.87,50,0.75,83,1.27,911,13.85,1283,19.51,118,5.15,416,18.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3636,1912,559,4271,341,130,97,142,1594,2160,233,758
53033030802,Washington,King County,1,3683,1336,0,5,0.14,0,1,0,0,0,1,18.0,61445,0,1,0,1,0,0,0,0,NULL,2482,NULL,NULL,956,NULL,2482,67.39,956,25.95,688,18.68,185,5.03,1571,42.65,76,2.06,113,3.07,110,3.00,75,2.04,537,14.58,660,17.93,72,5.37,208,15.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1294,976,353,2574,92,165,113,99,640,789,108,314
53033030901,Washington,King County,1,3606,1124,0,10,0.28,1,1,1,0,0,1,7.7,71607,1,1,1,1,1,0,0,0,2402,3463,2402,789,1065,789,3463,96.02,1065,29.55,1007,27.92,208,5.76,2362,65.51,107,2.98,373,10.35,72,1.99,58,1.61,490,13.59,532,14.76,31,2.76,209,18.64,2402,66.62,789,21.89,713,19.78,136,3.77,1657,45.96,81,2.23,219,6.07,59,1.63,44,1.21,343,9.51,388,10.76,20,1.75,147,13.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1069,1049,213,2448,113,397,75,58,515,549,32,213
53033030902,Washington,King County,1,5605,1940,0,73,1.30,1,1,1,1,1,1,6.4,57207,1,1,1,1,1,0,0,1,2630,4889,2630,689,1566,689,4889,87.23,1566,27.94,1352,24.12,373,6.66,3366,60.05,170,3.03,479,8.54,87,1.55,82,1.46,707,12.61,718,12.81,133,6.83,206,10.63,2630,46.92,689,12.29,715,12.76,223,3.98,1831,32.66,100,1.78,275,4.91,39,0.69,33,0.60,352,6.28,364,6.50,74,3.82,112,5.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2268,1582,402,3799,188,541,104,99,874,885,165,254
53033031000,Washington,King County,0,3347,1201,0,0,0.00,0,0,0,0,0,0,2.9,131756,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3046,91.01,204,6.08,804,24.03,214,6.40,2382,71.16,118,3.52,274,8.18,21,0.63,17,0.51,235,7.02,149,4.45,15,1.25,41,3.38,661,19.75,39,1.18,186,5.56,64,1.91,566,16.92,14,0.43,32,0.96,2,0.04,2,0.06,45,1.33,35,1.06,1,0.06,8,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,282,840,240,2614,135,289,25,19,265,163,23,61
53033031100,Washington,King County,1,6718,2530,0,43,0.64,1,1,1,1,1,1,11.8,73039,1,1,1,1,1,0,0,1,3601,5735,3601,1002,1458,1002,5735,85.37,1458,21.71,1440,21.44,701,10.44,3771,56.13,273,4.06,309,4.60,87,1.29,581,8.65,715,10.65,767,11.42,190,7.51,369,14.59,3601,53.60,1002,14.92,905,13.47,409,6.09,2310,34.39,212,3.16,199,2.96,52,0.78,347,5.17,480,7.14,516,7.69,142,5.61,242,9.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1960,1657,808,4525,326,325,109,635,798,834,276,487
53033031202,Washington,King County,0,6401,2120,0,119,1.86,0,0,0,0,0,0,8.4,102981,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6401,100.00,1228,19.19,1714,26.78,819,12.79,4656,72.74,80,1.25,135,2.11,39,0.61,1082,16.90,409,6.39,460,7.19,33,1.53,184,8.70,6401,100.00,1228,19.19,1714,26.78,819,12.79,4656,72.74,80,1.25,135,2.11,39,0.61,1082,16.90,409,6.39,460,7.19,33,1.53,184,8.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1125,1714,819,4656,80,135,39,1082,409,460,26,187
53033031204,Washington,King County,1,6038,2177,0,12,0.20,0,0,0,0,0,0,2.4,115638,1,1,1,1,1,0,0,0,6038,6038,6038,1092,1092,1092,6038,100.00,1092,18.08,1289,21.35,681,11.28,5388,89.23,69,1.14,147,2.43,27,0.45,53,0.88,354,5.86,313,5.18,16,0.72,65,3.00,6038,100.00,1092,18.08,1289,21.35,681,11.28,5388,89.23,69,1.14,147,2.43,27,0.45,53,0.88,354,5.86,313,5.18,16,0.72,65,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1017,1289,681,5388,69,147,27,53,354,313,20,69
53033031205,Washington,King County,1,6673,2239,0,0,0.00,0,0,0,0,1,0,20.0,90854,1,1,1,1,1,0,0,1,5948,6671,5948,1621,1839,1621,6671,99.97,1839,27.56,1960,29.37,350,5.25,4581,68.64,475,7.12,922,13.81,52,0.78,59,0.88,583,8.73,601,9.00,185,8.25,463,20.69,5948,89.13,1621,24.29,1774,26.58,298,4.46,4045,60.62,428,6.41,865,12.96,45,0.68,51,0.77,512,7.68,547,8.20,164,7.30,406,18.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1895,1960,351,4582,475,922,52,59,583,601,181,497
53033031206,Washington,King County,1,4877,1777,0,5,0.10,1,1,1,1,1,1,7.7,75938,1,1,1,1,1,0,0,1,3653,4877,3653,1237,1716,1237,4877,100.00,1716,35.18,1141,23.40,526,10.78,3487,71.50,195,4.00,509,10.44,34,0.70,69,1.41,583,11.95,703,14.41,111,6.25,141,7.93,3653,74.89,1237,25.36,925,18.97,197,4.04,2479,50.84,145,2.98,455,9.33,23,0.47,40,0.82,510,10.45,639,13.09,69,3.88,97,5.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1980,1141,526,3487,195,509,34,69,583,703,111,141
53033031301,Washington,King County,0,2487,938,0,8,0.32,0,0,0,0,0,0,15.5,82105,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2487,100.00,791,31.81,573,23.04,394,15.84,2168,87.17,10,0.40,32,1.29,2,0.08,31,1.25,244,9.81,266,10.70,12,1.27,83,8.85,2386,95.95,762,30.64,549,22.09,380,15.28,2077,83.52,8,0.32,31,1.26,2,0.08,28,1.14,239,9.62,265,10.64,12,1.27,80,8.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,830,573,394,2168,10,32,2,31,244,266,13,83
