CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53033031302,Washington,King County,1,4371,1730,0,0,0.00,1,1,1,0,0,1,12.3,58954,1,1,1,1,1,0,0,0,1192,3006,1192,427,1047,427,3006,68.76,1047,23.96,868,19.87,314,7.17,2695,61.65,12,0.28,31,0.71,2,0.04,32,0.73,233,5.34,246,5.62,52,2.99,197,11.39,1192,27.27,427,9.77,363,8.30,116,2.65,1096,25.08,4,0.10,14,0.32,0,0.01,12,0.29,65,1.49,67,1.52,7,0.43,71,4.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1643,1181,583,3923,14,43,4,43,344,382,100,302
53033031400,Washington,King County,1,5780,2413,0,92,1.59,0,1,0,1,1,1,8.9,78012,0,1,0,1,0,0,0,1,443,4227,443,51,584,51,4227,73.13,584,10.11,966,16.70,673,11.65,3944,68.23,24,0.42,32,0.55,11,0.20,34,0.58,182,3.15,202,3.49,109,4.53,209,8.66,443,7.67,51,0.88,101,1.74,69,1.19,418,7.23,4,0.06,3,0.05,0,0.00,2,0.04,17,0.29,12,0.21,9,0.37,21,0.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1092,1306,867,5376,35,45,12,47,265,298,135,310
53033031501,Washington,King County,0,3616,1341,0,0,0.00,0,0,0,0,0,0,6.0,102404,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,3616,100.00,504,13.95,821,22.70,300,8.30,3363,93.00,7,0.19,37,1.02,3,0.08,33,0.91,173,4.78,223,6.17,44,3.26,37,2.73,3616,100.00,504,13.95,821,22.70,300,8.30,3363,93.00,7,0.19,37,1.02,3,0.08,33,0.91,173,4.78,223,6.17,44,3.26,37,2.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,564,821,300,3363,7,37,3,33,173,223,48,40
53033031502,Washington,King County,0,3876,1580,0,2,0.05,0,0,0,0,0,0,5.5,96250,0,0,0,0,0,0,0,0,29,29,4,5,5,1,3032,78.22,518,13.36,519,13.40,527,13.59,2891,74.58,6,0.16,10,0.26,6,0.14,38,0.98,81,2.09,77,1.98,61,3.86,98,6.19,2536,65.44,434,11.20,462,11.92,342,8.82,2413,62.25,6,0.15,9,0.24,4,0.10,28,0.72,76,1.97,65,1.67,44,2.76,78,4.93,29,0.75,5,0.13,7,0.18,1,0.03,24,0.62,0,0.00,0,0.00,0,0.00,3,0.08,2,0.05,5,0.13,0,0.00,1,0.06,4,0.11,1,0.02,2,0.05,0,0.00,4,0.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0,0,0.01,709,778,587,3666,12,24,6,47,121,131,98,135
53033031601,Washington,King County,1,5134,1812,0,0,0.00,0,0,0,0,0,0,7.9,115320,1,1,1,1,1,0,0,0,4949,5134,4949,591,628,591,5134,100.00,628,12.24,1243,24.21,454,8.84,4471,87.09,89,1.73,195,3.80,15,0.29,45,0.88,319,6.21,277,5.40,15,0.81,90,4.94,4949,96.40,591,11.52,1202,23.41,438,8.53,4316,84.06,87,1.69,192,3.74,14,0.28,42,0.82,299,5.82,251,4.89,15,0.81,86,4.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,679,1243,454,4471,89,195,15,45,319,277,19,97
53033031603,Washington,King County,0,5728,1945,0,0,0.00,0,0,0,0,0,0,5.2,125245,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5696,99.45,623,10.88,1810,31.59,383,6.69,4997,87.23,104,1.82,227,3.96,14,0.24,55,0.96,300,5.23,266,4.64,62,3.20,158,8.11,4571,79.81,491,8.57,1327,23.17,361,6.31,4055,70.80,72,1.25,147,2.57,10,0.17,52,0.91,235,4.11,233,4.06,55,2.81,132,6.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,705,1822,384,5024,105,229,14,55,301,267,74,179
53033031604,Washington,King County,1,4797,1524,0,0,0.00,0,0,0,0,0,0,5.1,98049,1,1,1,1,1,0,0,0,2591,4480,2591,210,512,210,4480,93.39,512,10.67,1578,32.90,143,2.97,3698,77.08,110,2.29,227,4.73,36,0.75,30,0.63,379,7.91,329,6.86,22,1.46,63,4.14,2591,54.01,210,4.38,881,18.36,91,1.91,2147,44.76,63,1.32,137,2.86,20,0.43,21,0.44,202,4.21,188,3.92,14,0.90,37,2.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,668,1702,149,3954,113,249,36,33,412,362,28,80
53033031605,Washington,King County,1,3589,1282,0,0,0.00,0,0,0,0,0,0,4.3,122788,1,1,1,1,1,0,0,0,3589,3589,3589,288,288,288,3589,100.00,288,8.03,917,25.55,356,9.92,3328,92.73,32,0.89,49,1.37,6,0.17,25,0.70,149,4.15,106,2.95,18,1.37,59,4.57,3589,100.00,288,8.03,917,25.55,356,9.92,3328,92.73,32,0.89,49,1.37,6,0.17,25,0.70,149,4.15,106,2.95,18,1.37,59,4.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,329,917,356,3328,32,49,6,25,149,106,20,69
53033031703,Washington,King County,1,6649,2598,0,9,0.14,0,0,0,0,0,0,2.8,105625,1,1,1,1,1,0,0,0,1342,5199,1342,290,831,290,5199,78.19,831,12.50,1163,17.49,724,10.89,4055,60.99,206,3.10,421,6.33,29,0.43,41,0.62,447,6.73,432,6.50,45,1.74,208,7.99,1342,20.18,290,4.36,326,4.90,125,1.88,1003,15.09,75,1.12,106,1.60,10,0.15,10,0.15,137,2.06,143,2.15,6,0.24,51,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1052,1457,1053,5139,277,604,39,56,534,522,111,261
53033031704,Washington,King County,1,5539,1783,0,16,0.29,0,0,0,0,0,0,5.4,99917,1,1,1,1,1,0,0,0,1508,4394,1508,443,1279,443,4394,79.33,1279,23.10,1320,23.83,322,5.82,2979,53.79,272,4.91,621,11.22,33,0.59,29,0.53,459,8.28,435,7.86,51,2.88,173,9.69,1508,27.22,443,8.00,456,8.24,112,2.02,1107,19.98,91,1.65,167,3.01,2,0.04,11,0.20,129,2.33,141,2.54,18,0.99,59,3.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1637,1653,382,3683,386,748,53,34,635,632,62,218
53033031705,Washington,King County,1,3744,1238,0,0,0.00,0,0,0,0,0,0,3.2,112059,1,1,1,1,1,0,0,0,3115,3744,3115,348,373,348,3744,100.00,373,9.98,1033,27.59,265,7.08,2881,76.95,165,4.41,376,10.04,18,0.48,18,0.48,286,7.64,249,6.65,0,0.00,71,5.75,3115,83.21,348,9.29,880,23.50,210,5.60,2388,63.79,139,3.72,313,8.37,12,0.33,15,0.39,248,6.62,206,5.51,0,0.00,59,4.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440,1033,265,2881,165,376,18,18,286,249,0,82
53033031706,Washington,King County,1,6310,2095,0,14,0.22,0,0,0,0,0,0,9.2,101446,0,1,0,1,0,0,0,0,75,3618,75,7,554,7,3618,57.33,554,8.78,1164,18.44,169,2.68,2420,38.34,220,3.48,652,10.33,14,0.22,14,0.22,299,4.73,256,4.05,8,0.37,147,7.03,75,1.19,7,0.12,24,0.39,2,0.04,54,0.85,4,0.07,12,0.18,0,0.00,0,0.01,5,0.08,2,0.03,0,0.00,3,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1361,1849,472,4531,322,795,36,55,571,483,54,376
53033031800,Washington,King County,0,4777,1685,0,19,0.40,0,0,0,0,0,0,4.7,112350,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3850,80.60,705,14.76,858,17.96,519,10.86,2920,61.12,85,1.77,544,11.38,19,0.40,26,0.54,257,5.38,161,3.36,32,1.89,78,4.63,2643,55.33,563,11.79,513,10.74,391,8.19,2287,47.86,26,0.54,129,2.69,10,0.21,23,0.48,169,3.54,112,2.33,23,1.38,56,3.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,802,1075,652,3570,128,692,29,30,328,217,40,95
53033031903,Washington,King County,1,6411,2316,0,14,0.22,0,0,0,0,0,0,2.7,128185,1,1,1,1,1,0,0,0,6408,6411,6408,716,716,716,6411,100.00,716,11.18,1551,24.19,809,12.62,5305,82.75,97,1.51,413,6.44,19,0.30,54,0.84,523,8.16,614,9.58,53,2.29,104,4.48,6408,99.95,716,11.17,1550,24.18,809,12.61,5303,82.72,97,1.51,413,6.44,19,0.29,53,0.83,522,8.15,613,9.57,53,2.29,104,4.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,713,1551,809,5305,97,413,19,54,523,614,50,107
53033031904,Washington,King County,1,3329,1194,0,6,0.18,0,0,0,0,0,0,8.1,108000,1,1,1,1,1,0,0,0,3329,3329,3329,417,417,417,3329,100.00,417,12.52,798,23.97,342,10.27,3027,90.93,39,1.17,96,2.88,4,0.12,14,0.42,149,4.48,161,4.84,14,1.14,42,3.50,3329,100.00,417,12.52,798,23.97,342,10.27,3027,90.93,39,1.17,96,2.88,4,0.12,14,0.42,149,4.48,161,4.84,14,1.14,42,3.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,423,798,342,3027,39,96,4,14,149,161,15,46
53033031906,Washington,King County,0,3594,1260,0,14,0.39,0,0,0,0,0,0,6.5,112750,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3594,100.00,323,8.98,929,25.85,407,11.32,2719,75.65,85,2.37,521,14.50,6,0.17,23,0.64,240,6.68,189,5.26,9,0.72,26,2.05,3594,100.00,323,8.98,929,25.85,407,11.32,2719,75.65,85,2.37,521,14.50,6,0.17,23,0.64,240,6.68,189,5.26,9,0.72,26,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,351,929,407,2719,85,521,6,23,240,189,10,30
53033031907,Washington,King County,1,7399,2694,0,14,0.19,0,0,0,0,0,0,8.7,105966,1,1,1,1,1,0,0,0,6199,7345,6199,943,1094,943,7345,99.27,1094,14.78,1824,24.66,813,10.99,4677,63.21,447,6.04,1591,21.51,26,0.35,38,0.51,566,7.65,411,5.55,51,1.88,99,3.67,6199,83.78,943,12.74,1587,21.45,576,7.79,3804,51.41,394,5.32,1449,19.59,24,0.33,33,0.44,495,6.69,346,4.67,48,1.78,83,3.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1212,1837,828,4721,451,1597,26,38,566,413,56,105
53033031908,Washington,King County,1,4266,1846,0,9,0.21,0,0,0,0,0,0,8.0,92411,0,1,0,1,0,0,0,0,278,2538,278,43,492,43,2538,59.50,492,11.53,578,13.54,258,6.05,1705,39.96,283,6.63,265,6.21,26,0.62,13,0.30,247,5.78,163,3.82,77,4.18,132,7.13,278,6.52,43,1.00,67,1.58,23,0.54,203,4.76,15,0.35,42,0.98,1,0.02,2,0.05,16,0.37,14,0.34,6,0.32,12,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,957,987,443,2817,490,443,45,21,450,306,151,230
53033031909,Washington,King County,1,3037,1094,0,16,0.53,0,0,0,0,0,0,3.6,113902,0,1,0,1,0,0,0,0,381,2123,381,47,198,47,2123,69.90,198,6.53,572,18.83,160,5.26,1419,46.71,117,3.85,425,14.01,4,0.13,7,0.23,151,4.97,87,2.88,17,1.59,21,1.96,381,12.53,47,1.56,110,3.62,21,0.71,266,8.77,13,0.41,82,2.69,0,0.00,2,0.06,18,0.60,8,0.27,6,0.51,4,0.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,294,766,263,2031,211,541,11,10,233,154,32,35
53033032002,Washington,King County,0,2906,1097,0,0,0.00,0,0,0,0,0,0,6.6,102097,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2906,100.00,312,10.73,588,20.23,376,12.94,2589,89.09,43,1.48,69,2.37,5,0.17,25,0.86,175,6.02,138,4.75,40,3.64,61,5.57,2900,99.81,311,10.71,587,20.19,375,12.92,2585,88.94,43,1.48,69,2.37,5,0.17,25,0.85,174,6.00,138,4.73,40,3.64,61,5.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,333,588,376,2589,43,69,5,25,175,138,44,67
53033032003,Washington,King County,0,4754,1784,0,0,0.00,0,0,0,0,0,0,5.0,116958,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4750,99.92,631,13.28,1073,22.56,581,12.21,4401,92.58,50,1.05,96,2.02,2,0.04,30,0.63,171,3.60,175,3.67,29,1.60,79,4.42,4421,92.99,598,12.57,967,20.34,554,11.66,4103,86.31,43,0.91,79,1.66,2,0.04,28,0.59,165,3.47,157,3.31,29,1.60,74,4.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,1074,581,4405,50,96,2,30,171,176,35,88
53033032005,Washington,King County,1,6457,2136,0,7,0.11,0,0,0,0,0,0,2.7,98224,1,1,1,1,1,0,0,0,4019,6394,4019,290,536,290,6394,99.03,536,8.30,1842,28.53,335,5.19,5011,77.61,231,3.57,231,3.58,44,0.68,62,0.96,815,12.62,824,12.77,17,0.79,118,5.55,4019,62.25,290,4.49,1169,18.10,215,3.33,3210,49.71,127,1.97,107,1.65,28,0.43,31,0.48,517,8.01,538,8.34,15,0.71,75,3.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,582,1860,338,5059,233,233,44,65,823,831,17,138
53033032006,Washington,King County,1,4275,1582,0,0,0.00,0,0,0,0,0,0,9.4,106104,1,1,1,1,1,0,0,0,3586,4227,3586,550,686,550,4227,98.89,686,16.04,925,21.63,607,14.19,3780,88.42,58,1.36,117,2.73,21,0.49,39,0.91,213,4.97,184,4.30,14,0.86,89,5.66,3586,83.88,550,12.86,777,18.18,539,12.60,3198,74.80,56,1.31,91,2.13,21,0.49,30,0.70,190,4.46,172,4.03,14,0.86,77,4.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,911,933,613,3824,58,120,21,39,213,184,16,115
53033032007,Washington,King County,1,3457,1265,0,0,0.00,0,0,0,0,0,0,1.2,123370,1,1,1,1,1,0,0,0,1985,2416,1985,111,158,111,2416,69.90,158,4.58,581,16.82,260,7.52,2192,63.40,30,0.87,67,1.95,2,0.06,19,0.56,106,3.05,103,2.98,0,0.00,27,2.11,1985,57.42,111,3.22,482,13.95,201,5.82,1797,51.99,29,0.84,57,1.64,2,0.06,14,0.41,86,2.47,92,2.66,0,0.00,22,1.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,274,898,305,3089,50,90,9,30,189,167,0,39
53033032008,Washington,King County,1,4090,1435,0,0,0.00,0,0,0,0,0,0,4.0,99083,1,1,1,1,1,0,0,0,2982,4061,2982,333,432,333,4061,99.30,432,10.57,1069,26.14,305,7.45,3579,87.50,62,1.52,93,2.27,11,0.27,23,0.56,294,7.18,246,6.01,20,1.38,107,7.47,2982,72.91,333,8.15,780,19.06,212,5.19,2631,64.32,46,1.14,63,1.54,9,0.23,14,0.33,219,5.35,184,4.49,16,1.13,78,5.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,474,1076,310,3607,62,93,11,23,294,247,21,118
53033032010,Washington,King County,1,5175,1896,0,0,0.00,0,0,0,0,0,0,6.8,133469,1,1,1,1,1,0,0,0,597,3387,597,68,215,68,3387,65.46,215,4.16,1146,22.14,163,3.14,2925,56.52,63,1.23,161,3.11,13,0.25,9,0.17,217,4.18,154,2.98,19,1.02,49,2.58,597,11.54,68,1.31,211,4.07,18,0.36,518,10.01,7,0.14,20,0.39,1,0.03,3,0.05,47,0.92,31,0.60,7,0.38,8,0.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,609,1598,478,4501,104,232,18,16,304,245,97,94
53033032011,Washington,King County,1,4117,1302,0,0,0.00,0,0,0,0,0,0,2.8,129830,0,1,0,1,0,0,0,0,36,2888,36,3,130,3,2888,70.16,130,3.15,958,23.28,165,4.02,2511,60.99,67,1.62,134,3.25,5,0.12,13,0.33,159,3.85,151,3.68,7,0.50,15,1.13,36,0.87,3,0.06,8,0.19,6,0.14,34,0.81,0,0.00,1,0.02,0,0.00,0,0.01,1,0.03,2,0.04,0,0.01,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,191,1395,211,3593,86,192,6,15,225,221,9,23
